text,label
why people go here i ca n't understand .,0
"the food was good , but what we really liked was the wine list .",1
"_num_ for _num_ , one and done .",0
thank you for the great service which is hard to find .,1
eat here occasionally .,1
the prices are great and the server angie always takes good care of me .,1
my friend got the po ' boy sandwich .,1
he is great .,1
the food was amazing .,1
it was not my pillow .,0
"very good prices for food , and it 's great !",1
i simply love this place !,1
the lady taking my order was was so sweet .,1
it tasted like that yellow spray they use on grills .,0
waiter made a good wine choice .,1
"they seem disorganized , and passed me off to multiple people .",0
we are always treated well at the bar !,1
i myself do n't consider disney an educational movie but everyone has different opinions .,0
"rokerij has amazing food whether for breakfast , dinner or happy hour !",1
good hole in the wall !,1
i 'm always scared to try new things but i loved it !,1
their food and service what we paid for was ridiculous .,0
tortilla was undercooked and barely any meat .,0
amazing food and at such a great price .,1
"always good food , generous portions .",1
the service is pretty good .,1
i always get an egg roll as well which are large in size .,1
i love `` my harris teeter '' .,1
"fast , friendly , not a corporate chain .",1
so i guess if it had any taste it would be burnt crust taste .,0
super nice staff .,1
let me just start off by saying this review is long over due .,0
i am willing to pay reasonable prices for good sushi .,0
"great service when dining in , i always feel right at home .",1
had a horrible experience with cab driver no _num_ .,0
rooms are disgusting .,0
bloody mary was good too !,1
highly recommend the posole !,1
i wo n't be going back .,0
they are knowledgeable and honest .,1
thanks !,1
this is a great place to have a meal .,1
this is the best auto shop in phoenix !,1
"tender meat , perfectly salted peanuts amongst flavorful noodles !",1
my girlfriend and i recently stayed at this sheraton .,0
i was not approached by _num_ salesperson .,0
"it ca n't , at least not at this salon .",0
"thank you , thank you thank you !",1
it is much better than fast food and not even much more .,0
the suite was really nice and homey .,1
this fry 's is depressing .,0
why would i come back if the groomer still wo n't be there ?,0
"oh sh*t , big big big big mistake .",0
i always trust that they will do a good job .,1
"i bought a groupon for four gel manicures , really wish i had n't .",0
( this place clearly does not give their patients privacy nor dignity ! ),0
"also , their bar seating sucks .",0
great service .,1
i have since moved and greatly miss them .,1
all this for $ _num_ plus tip ?,0
great lunch menu even with fajitas that came out sizzling .,1
food is good and moderately priced .,1
no big deal i thought .,0
order was almost _num_ minutes late .,0
"this gave us a day of golf , cart , range balls and lunch .",0
on my way in i passed the same groups on _num_ .,0
love the excellent service and delicious food !,1
as if the food is not the real star of the show .,0
the jam on the table is also stellar and a nice touch .,1
"the online menu in yelp is n't overly accurate , by the way .",0
"the big draw is the organ , of course !",1
the girl was not focus on customer service .,0
the service is great !,1
napkins and silverware are never provided unless very specifically requested at least 3x .,0
i highly recommend it and will be back soon .,1
he made the experience wonderful .,1
this place deserves another star !,1
rude .,0
way to rip off the hard working people who enjoy chinese cuisine .,0
i was pleased enough with the room and service .,1
food is mediocre .,0
definitely recommend this place as a solid lunch option for a reasonable price .,1
"there are no fish or fish supplies here , so do n't bother looking .",0
the mango ice cream is always good .,1
i 'm forever great full for his kindness and professional care !,1
delicious home made ranch .,1
went in to this place looking to get my watch repaired .,0
the hotel was located in a dark and shady looking area of town .,0
great pizza and wings !,1
it 's a terrific ice cream shop with a wonderful neighborhood feel about it .,1
our experience at fletcher 's was great !,1
i recommend the seared ahi !,1
the food is always great and fresh .,1
"most of all , the kindness and concern shown for me was amazing .",1
the burritos are big and the prices are pretty reasonable .,1
highly recommend .,1
love the fact that they have vegan options esp w the thai tea .,1
my favorite home goods store by far !,1
most of the stuff is cheap .,0
the orange beef was fantastic !,1
they provided me with this companies information .,0
good and fast service .,1
this is for sure to become one of my regular spots .,1
it 's worth it for the food though !,1
highly recommend it !,1
the soup was neither hot in temperature or spice but it certainly was sour .,0
modern and clean .,1
Positive,0
"it was also ready before expected , which was a pleasant surprise .",1
absolutely fantastic !,1
this is a cute little shop with a 50s diner feel .,1
the barista told me she could give me coffee with room for cream .,0
"overall , we were pleased with our meal and would recommend it .",1
its great to be able to do business with a locally owned store .,1
"lots of dining options , and unique ones which is cool .",1
"for the price , the sushi and sashimi are decent .",1
"i was so pleasantly surprised , the park is so clean and well maintained !",1
we love staying at the hyatt of gainey ranch !,1
most amazing salvadorian cuisine in arizona .,1
this is a great place to bring your pet .,1
wrong move !,0
they did a ct scan of his head found nothing .,0
avoid this place !,0
also a great selection .,1
great place to eat at .,1
horrible experience !,0
the chicken parmesan was burnt on the edges and the sauce was not flavorful .,0
it is like one of the most fun places i 've ever been .,1
the place is clean and super kid friendly .,1
it seemed a little rough .,0
she then ignored me again .,0
"a++ , i 'll be going back !",1
will be back !,1
do n't think i 'm going back .,0
"first off , i noticed how much more they charged here compared to la .",0
very friendly and helpful staff .,1
i was pleased .,1
"_num_ pm , _num_ hours after the tent removed .",0
average italian menu items and good service in a nice setting .,1
next time i will try something different !,1
